Morros Slynt,Lannister,,,,2,1,1,0,1,1,0,0
Mors Manwoody,Martell,,,,38,1,1,0,0,1,0,0
Mors Umber,Stark,,,,21,1,1,0,1,0,0,0
Morton Waynwood,Arryn,,,,40,1,1,1,0,0,0,0
Mudge (miller),None,299,3,34,34,1,0,0,0,1,0,0
Mully,Night's Watch,,,,55,1,0,0,0,1,1,1
Munciter,Lannister,,,,20,1,0,0,1,0,0,0
Murch,Night's Watch,,,,9,1,0,0,1,0,0,0
Murch (Winterfell),House Stark,,,,50,1,0,0,1,0,0,0
Mossador,House Targaryen,300,5,11,11,1,0,0,0,1,0,1
Murenmure,Greyjoy,,,,1,1,0,0,0,0,1,0
Muttering Bill,Night's Watch,300,5,4,,1,0,0,0,1,0,1
Mya Stone,Arryn,,,,34,0,0,1,0,0,1,0
Mycah,Stark,298,1,16,15,1,0,1,0,0,0,0
Myles,House Martell,,,,2,1,0,0,0,0,1,1
Myles Manwoody,Martell,,,,38,1,1,0,0,1,0,0
Myranda Royce,Arryn,,,,41,0,1,0,0,0,1,0
Myrcella Baratheon,Lannister,,,,5,0,1,1,1,0,1,0
Myria Jordayne,Martell,,,,38,0,0,0,0,1,0,1
Myrtle,Wildling,300,5,69,37,0,0,0,0,0,0,1
Nage,None,,,,44,1,0,0,0,1,0,0
Myles,House Tully,299,2,39,39,1,0,0,1,0,0,0
Nan,House Stark,,,,1,0,0,1,1,0,0,0
Narbert,None,,,,31,1,0,0,0,0,1,0
Nestor Royce,Arryn,,,,34,1,1,1,0,0,1,0
Nolla,None,299,3,34,34,0,0,0,0,1,0,0
Norjen,Greyjoy,,,,1,1,0,0,0,0,1,0
Nurse,None,300,5,57,57,1,0,0,0,0,0,1
Notch,None,,,,43,1,0,0,0,1,0,0
Nute,House Greyjoy,,,,18,1,0,0,0,0,1,0
Nymella Toland,Martell,,,,38,0,1,0,0,0,0,1
Nymeria Sand,House Martell,,,,2,0,1,0,0,0,1,1
Obara Sand,House Martell,,,,2,0,1,0,0,0,1,1
Oberyn Martell,House Martell,300,3,70,38,1,1,0,0,1,0,0
Ogo,None,298,1,61,46,1,1,1,0,0,0,0
Old Henly,Night's Watch,299,3,55,55,1,0,0,0,1,0,0
Olenna Redwyne,Tyrell,,,,19,0,1,0,0,1,1,0
Ollo Lophand,Night's Watch,300,5,4,0,1,0,0,0,1,0,1
Olyvar Frey,None,,,,59,1,1,1,0,0,0,0
Ondrew Locke,Stark,,,,37,1,1,0,0,0,0,1
Oppo,None,300,4,17,60,1,0,0,0,1,1,0
Orell,Wildling,299,2,51,51,1,0,0,1,0,0,0
Orphan Oss,Night's Watch,300,5,4,,1,0,0,0,1,0,1
Orton Merryweather,Lannister,,,,11,1,1,0,0,1,1,0
Osfryd Kettleblack,Lannister,,,,41,1,1,0,1,1,1,0
Osha,House Stark,,,,37,0,0,1,1,0,0,0
Osmund Kettleblack,Lannister,,,,41,1,1,0,1,1,1,0
Osney Kettleblack,Lannister,,,,41,1,1,0,1,1,1,0
Ossy,Arryn,,,,41,1,0,0,0,0,1,0
Oswell Kettleblack,None,,,,68,1,1,0,0,1,0,0
Othell Yarwyck,Night's Watch,,,,48,1,0,1,0,1,0,1
Ottyn Wythers,Night's Watch,299,3,48,13,1,0,0,1,1,0,0
Owen,Night's Watch,,,,55,1,0,0,0,1,0,1
Owen Norrey,Tully,299,3,51,51,1,1,0,0,1,0,0
Oznak zo Pahl,None,299,3,57,57,1,1,0,0,1,0,0
Palla,House Stark,,,,46,0,0,0,1,0,0,0
Parmen Crane,Baratheon,,,,22,1,1,0,1,0,0,0
Patchface,Baratheon,,,,0,1,0,0,1,1,0,1
Pate (novice),None,300,4,0,0,1,0,0,0,0,1,0
Pate (Lancewood),None,299,3,34,34,1,0,0,0,1,0,0
Pate (Night's Watch),Night's Watch,,,,60,1,0,1,0,0,0,0
Pate (Old),None,,,34,13,1,0,0,0,1,0,0
Patrek of King's Mountain,Baratheon,300,5,69,44,1,1,0,0,0,0,1
Patrek Mallister,Tully,,,,28,1,1,1,0,1,0,0
Paxter Redwyne,Tyrell,,,,65,1,1,0,1,1,1,0
Pello,None,,,,17,1,0,0,0,1,0,0
Penny,None,,,,60,0,0,0,0,1,0,1
Perros Blackmont,Martell,,,,38,1,1,0,0,1,0,0
Perwyn Frey,None,,,,29,1,1,1,1,0,0,0
Petyr Baelish,None,,,,18,1,0,1,1,1,1,0
Petyr Frey,None,300,3,,49,1,1,0,0,1,0,0
Philip Foote,Lannister,,,,65,1,1,0,1,1,0,0
Pia,None,,,,30,0,0,0,1,0,1,0
Podrick Payne,Lannister,,,,62,1,1,1,1,1,1,0
Polliver,None,300,3,27,26,1,0,0,1,1,0,0
Pono,None,,,,68,1,1,1,0,0,0,0
Porridge,Baratheon,,,,25,1,0,0,0,1,0,0
Porther,House Stark,299,2,21,22,1,0,1,1,0,0,0
Poul Pemford,House Tully,299,2,39,39,1,0,0,1,0,0,0
Poxy Tym,House Stark,299,2,69,16,1,0,0,1,0,0,0
Praed,None,299,2,9,5,1,0,0,1,0,0,0
Prendahl na Ghezn,None,299,3,42,42,1,0,0,0,1,0,0
Preston Greenfield,Baratheon,299,2,41,43,1,0,1,1,0,0,0
Pyat Pree,None,,,,12,1,1,0,1,0,0,0
Pycelle,House Lannister,300,5,,20,1,0,1,1,1,1,1
Pyg,None,300,4,20,20,1,0,0,0,1,1,0
Pylos,Baratheon,,,,0,1,0,0,1,1,0,0
Pypar,Night's Watch,,,,19,1,0,1,0,1,1,1
Qarl Shepherd,Greyjoy,,,,26,1,0,0,0,0,0,1
Qarl the Maid,Greyjoy,,,,42,1,0,0,1,0,1,1
Qezza,None,,,,2,0,0,0,0,0,0,1
Qhorin Halfhand,Night's Watch,299,2,68,43,1,0,0,1,0,0,0
Qotho,None,298,1,61,11,1,0,1,0,0,0,0
Quaithe,None,,,,12,0,1,0,1,1,0,1
Quaro,Targaryen,298,1,64,50,1,0,1,0,0,0,0
Quellon Humble,Greyjoy,,,,18,1,1,0,0,0,1,0
Quent,House Stark,,,,37,1,0,1,0,0,0,0
Quenten Banefort,Lannister,,,,16,1,1,0,0,0,1,0
Quentyn Martell,Martell,300,5,70,6,1,1,0,0,0,0,1
Quhuru Mo,None,,,,27,1,0,0,1,0,1,0
Qyburn,Lannister,,,,64,1,0,0,1,1,1,1
Quort,Wildling,299,3,55,41,1,0,0,0,1,0,0
Qyle,Night's Watch,299,2,2,2,1,0,0,1,0,0,0
Rafford,None,,,,19,1,0,0,1,0,1,0
Ragnor Pyke,House Greyjoy,,,,29,1,0,0,0,0,1,0
Ragwyle,Wildling,,,,68,0,0,0,1,0,0,0
Rakharo,House Targaryen,,,,54,1,0,1,1,1,0,1
Ralf Kenning,Greyjoy,300,5,20,18,1,0,0,0,0,1,1
Ralf Stonehouse,Greyjoy,,,,18,1,1,0,0,0,0,1
Ralf the Limper,Greyjoy,,,,18,1,0,0,0,0,1,1
Ramsay Snow,None,,,,16,1,1,0,1,0,0,1
Randa,None,299,3,34,34,0,0,0,0,1,0,0
Randyll Tarly,Tyrell,,,,22,1,1,0,1,0,1,1
Rast,Night's Watch,299,3,26,55,1,0,1,0,1,0,0
Ravella Swann,Tully,,,,22,0,1,0,0,1,0,0
Raymar Royce,Arryn,,,,45,1,1,0,0,1,0,0
Raymun Darry,Targaryen,298,1,55,16,1,1,1,0,0,0,0
Raymund Frey,None,,,,49,1,1,0,0,1,0,0
Raynald Westerling,Stark,299,3,44,14,1,1,0,0,1,1,0
Red Alyn,Night's Watch,300,3,69,55,1,0,0,0,1,0,0
Red Rolfe,House Greyjoy,299,2,66,66,1,0,0,1,0,0,0
Reek,None,299,2,35,16,1,0,0,1,0,0,0
Renly Baratheon,House Baratheon,299,2,33,15,1,1,1,1,0,0,0
Reysen,Night's Watch,,,,5,1,0,0,1,0,0,0
Reznak mo Reznak,None,,,,2,1,1,0,0,0,0,1
Rhaegar Frey,None,300,5,29,19,1,1,0,0,0,0,1
Rhogoro,None,,,,3,1,1,1,0,0,0,0
Ricasso,House Martell,,,,2,1,0,0,0,0,1,1
Richard Horpe,Baratheon,,,,17,1,1,0,0,0,0,1
Rickard Karstark,Stark,299,3,20,53,1,1,1,1,1,0,0
Rickard Ryswell,Stark,,,,20,1,1,0,0,0,0,1
Rickon Stark,House Stark,,,,7,1,1,1,1,0,0,0
Rigney,None,,,,11,1,0,0,0,0,1,0
Robar Royce,Baratheon,299,2,6,29,1,1,1,1,1,0,0
Robb Stark,House Stark,299,3,51,1,1,1,1,1,1,0,0
Robert Baratheon,House Baratheon,298,1,47,4,1,1,1,0,0,0,0
Robert Arryn,House Arryn,,,,40,1,1,1,0,1,1,0
Robett Glover,Stark,,,,53,1,1,1,1,0,0,1
Robin Flint,Stark,299,3,51,63,1,1,1,1,1,0,0
Robin Moreland,Lannister,,,,16,1,1,0,0,0,1,0
Robin Ryger,Tully,,,,7,1,1,0,1,1,1,0
Rodrik Cassel,Stark,299,2,66,7,1,1,1,1,0,0,0
Rodrik Harlaw,Greyjoy,,,,11,1,1,0,0,0,1,0
Rodrik Ryswell,None,,,,32,1,1,0,0,0,0,1
Roger Hogg,Lannister,,,,27,1,1,0,0,0,1,0
Roger Ryswell,Stark,,,,20,1,1,0,0,0,0,1
Roland Crakehall (Lord),Lannister,,,,32,1,1,0,1,0,0,0
Rolder,House Lannister,,,,21,1,0,0,0,0,1,0
Rolfe,Greyjoy,,,,24,1,0,0,1,0,0,0
Rollam Westerling,Stark,,,,14,1,1,0,0,1,0,0
Rolfe the Dwarf,House Greyjoy,300,5,26,26,1,0,0,0,0,0,1
Rolley,Night's Watch,299,3,33,0,1,0,0,0,1,0,0
Rolly Duckfield,Targaryen,,,,8,1,0,0,0,0,0,1
Rolph Spicer,Lannister,,,,14,1,1,0,0,1,0,0
Romny Weaver,Greyjoy,,,,18,1,1,0,0,0,1,0
Ronald Storm,None,,,,61,1,0,0,0,0,0,1
Ronnel Harclay,Night's Watch,,,,48,1,1,0,0,1,0,0
Ronnet Connington,Baratheon,,,,22,1,1,0,1,0,1,1
Roose Bolton,Stark,,,,33,1,1,1,1,1,0,1
Roose Ryswell,None,,,,32,1,1,0,0,0,0,1
Rorge,None,300,4,37,1,1,0,0,1,1,1,0
Roslin Frey,None,,,,35,0,1,0,0,1,0,0
Rowan,Wildling,300,5,69,37,1,0,0,0,0,0,1
Rudge,Night's Watch,,,,60,1,0,1,0,0,0,0
Rusty Flowers,Night's Watch,,,,7,1,0,0,0,0,0,1
Ryger Rivers,None,,,,59,1,0,1,0,0,0,0
Ryk,Wildling,,,,7,1,0,0,0,1,0,0
Rupert Brax,House Lannister,299,2,32,32,1,0,0,1,0,0,0
Ryman Frey,None,300,4,44,14,1,1,0,0,1,1,0
Rymolf Stormdrunk,House Greyjoy,,,,24,1,0,0,1,0,0,0
Ryon Allyrion,Martell,,,,38,1,1,0,0,1,0,1
Salladhor Saan,Baratheon,,,,0,1,1,0,1,1,0,0
Sallor,None,299,3,42,42,1,0,0,0,1,0,0
Samwell Tarly,Night's Watch,,,,70,1,1,1,1,1,1,1
Sandor Clegane,None,300,4,31,7,1,1,1,1,1,1,0
Sawane Botley,Greyjoy,299,4,18,1,1,1,0,0,0,1,0
Sansa Stark,Stark,,,,7,0,1,1,1,1,1,0
Sarella Sand,House Martell,,,,2,0,0,0,0,0,1,0
Sarra Frey,None,,,,49,0,1,0,0,1,0,0
Satin,Night's Watch,,,,6,1,0,0,1,1,0,1
Sawwood,Night's Watch,,,,0,1,0,0,0,1,0,0
Sedgekins,None,,,,50,1,0,0,0,1,0,0
Selyse Florent,Baratheon,,,,0,0,1,0,1,1,0,1
Senelle,House Lannister,300,4,24,3,0,0,0,0,0,1,0
Serra Frey,None,,,,49,0,1,0,0,1,0,0
Shadrich,None,,,,4,1,0,0,0,0,1,0
Shae,Lannister,300,3,77,62,0,0,1,1,1,0,0
Shagga,Lannister,,,,39,1,0,1,1,0,0,0
Shagwell,None,300,4,20,30,1,0,0,1,1,1,0
Sharna,None,,,,11,0,0,0,0,1,0,0
Shireen Baratheon,Baratheon,,,,0,0,1,0,1,1,0,1
Shirei Frey,None,,,,49,0,1,0,0,1,0,0
Shyra Errol,Baratheon,300,4,,42,0,1,0,1,0,0,0
Sigfry Stonetree,Greyjoy,,,,19,1,1,0,0,0,1,0
Skahaz mo Kandaq,None,,,,2,1,1,0,0,0,0,1
Skinner,None,,,,12,1,0,0,0,0,0,1
Small Paul,Night's Watch,299,3,18,0,1,0,0,0,1,0,0
Softfoot,Night's Watch,299,3,18,0,1,0,0,0,1,0,0
Sour Alyn,None,,,,12,1,0,0,0,0,0,1
Spare Boot,Night's Watch,,,,55,1,0,0,0,1,0,0
Spotted Cat,None,,,,11,1,0,0,0,0,0,1
Spotted Pate of Maidenpool,Night's Watch,299,3,55,0,1,0,0,0,1,0,0
Squint,House Greyjoy,299,2,50,50,1,0,0,1,0,0,0
Squirrel,Wildling,300,5,69,37,0,0,0,0,0,0,1
Stalwart Shield,Targaryen,300,5,2,2,1,0,0,0,0,0,1
Steelskin,None,,,,11,1,0,0,0,0,0,1
Steffon Swyft,Lannister,,,,27,1,1,0,0,0,1,0
Stevron Frey,Stark,299,2,35,59,1,1,1,1,0,0,0
Stiv,Wildling,298,1,37,37,1,0,1,0,0,0,0
Stone Thumbs,Wildling,299,3,55,41,1,0,0,0,1,0,0
Stonesnake,Night's Watch,,,,43,1,0,0,1,0,0,0
Stygg,House Greyjoy,,,,37,1,0,0,1,0,0,0
Styr,Wildling,300,3,26,7,1,1,0,0,1,0,0
Sybassion,None,,,,63,1,0,0,1,0,0,0
Sybell Spicer,Lannister,,,,14,0,1,0,0,1,1,0
Sybelle Glover,Stark,,,,26,0,1,0,0,0,0,1
Sylva Santagar,Martell,,,,21,0,1,0,0,0,1,0
Symon Silver Tongue,Lannister,299,3,32,44,1,0,0,1,1,0,0
Symon Stripeback,Targaryen,,,,70,1,0,0,0,0,0,1
Symond Frey,None,300,5,29,19,1,1,0,0,0,0,1
Symond Templeton,Arryn,,,,10,1,1,0,0,0,1,0
Syrio Forel,House Stark,298,1,50,22,1,0,1,0,0,0,0
Taena of Myr,Lannister,,,,6,0,1,0,0,1,1,0
Tal Toraq,Targaryen,,,,70,1,0,0,0,0,0,1
Tallad,Lannister,,,,17,1,0,0,1,1,1,0
Tanda Stokeworth,Lannister,300,4,32,2,0,1,0,1,1,0,0
Tanton Fossoway,Baratheon,,,,22,1,1,0,1,0,0,0
Ternesio Terys,None,,,,74,1,0,0,0,1,0,0
Terrance Lynderly,Arryn,,,,41,1,1,0,0,0,1,0
The Red Lamb,House Targaryen,,,,67,1,0,0,0,0,0,1
Theo Frey,None,,,,29,1,1,1,0,0,0,0
Theodan Wells,Stark,,,,43,1,1,0,0,0,1,1
Theomore Lannister,None,,,,19,1,1,0,0,0,0,1
Theon Greyjoy,House Greyjoy,,,,1,1,1,1,1,0,0,1
Thistle,Wildling,300,5,0,0,0,0,0,0,0,0,1
Thoren Smallwood,Night's Watch,299,3,18,6,1,1,0,1,1,0,0
Thoros,None,,,,29,1,0,1,0,1,1,0
Three Toes,None,,,,44,1,0,0,0,1,0,0
Three-Tooth,Greyjoy,,,,11,0,0,0,0,0,1,0
Tickler,Lannister,300,3,74,26,1,0,0,1,1,0,0
Tim Tangletongue,Night's Watch,,,,69,1,0,0,0,1,0,0
Timeon,None,300,4,20,21,1,0,0,0,1,1,0
Timett,Lannister,,,,56,1,0,1,1,0,0,0
Timon,Baratheon,,,,65,1,0,0,1,0,0,0
Tion Frey,Lannister,299,3,20,20,0,1,0,0,1,0,0
Tobho Mott,None,,,,27,1,0,1,0,1,0,0
Todder,Night's Watch,,,,19,1,0,1,0,1,0,1
Todric,Greyjoy,299,2,37,37,1,0,0,1,0,0,0
Tom of Sevenstreams,None,,,,13,1,0,0,0,1,1,0
Tomard,House Stark,298,1,49,22,1,0,1,0,0,0,0
Tormund,Wildling,,,,7,1,1,0,0,1,0,1
Torrek,None,,,,42,1,0,1,0,0,0,0
Torrhen Karstark,Stark,298,1,63,53,1,1,1,0,0,0,0
Tothmure,Lannister,299,2,64,30,1,0,0,1,0,0,0
Tregar,House Lannister,298,1,39,35,1,0,1,0,0,0,0
Tremond Gargalen,Martell,,,,38,1,1,0,0,1,0,1
Tristifer Botley,Greyjoy,,,,11,1,1,0,0,0,1,1
Triston Sunderland,Lannister,,,,9,1,1,0,0,0,0,1
Tuffleberry,None,,,,38,1,0,0,1,0,0,0
Tumberjon,Night's Watch,,,,0,1,0,0,0,1,0,0
Tumco Lho,Targaryen,,,,67,1,0,0,0,0,0,1
Tybero Istarion,None,,,,66,1,0,0,0,0,0,1
Tycho Nestoris,None,,,,44,1,0,0,0,0,0,1
Tyene Sand,House Martell,,,,38,0,1,0,0,0,1,1
Tymor,House Greyjoy,299,2,66,37,1,0,0,1,0,0,0
Tyrek Lannister,House Lannister,299,2,41,30,1,1,1,1,0,0,0
Tyrion Lannister,Lannister,,,,4,1,1,1,1,1,0,1
Tyta Frey,None,,,,49,0,1,0,0,1,0,0
Tytos Blackwood,Tully,,,,56,1,1,1,0,1,0,1
Tytos Brax,Lannister,,,,63,1,1,1,1,0,0,0
Tytos Frey,None,299,3,,,1,1,0,0,1,0,0
Tywin Lannister,House Lannister,300,3,77,42,1,1,1,1,1,0,0
Ulf son of Umar,Lannister,298,1,62,56,1,0,1,0,0,0,0
Ulf the Ill,House Greyjoy,299,2,66,66,1,0,0,1,0,0,0
Ulmer,Night's Watch,,,,33,1,0,0,0,1,0,1
Ulwyck Uller,Martell,,,,38,1,1,0,0,1,0,1
Umar,None,,,,56,1,0,1,0,0,0,0
Umfred,None,,,,68,1,0,0,0,1,0,0
Unella,None,,,,43,1,0,0,0,0,1,0
Urreg,Night's Watch,299,2,19,14,1,0,0,1,0,0,0
Urswyck,None,,,,21,1,0,0,0,1,0,0
Utherydes Wayn,Tully,,,,71,1,0,1,1,1,0,0
Utt,None,299,3,39,30,1,0,0,1,1,0,0
Val,Wildling,,,,7,0,0,0,0,1,0,1
Varamyr,Wildling,300,5,0,15,1,0,0,0,1,0,1
Vardis Egen,Arryn,298,1,40,34,1,0,1,0,0,0,0
Vargo Hoat,None,300,3,20,30,1,0,0,1,1,0,0
Varys,Targaryen,,,,25,1,0,1,1,1,0,1
Vayon Poole,Stark,298,1,21,7,1,0,1,1,0,0,0
Victarion Greyjoy,House Greyjoy,,,,24,1,1,0,1,0,1,1
Viserys Targaryen,House Targaryen,298,1,46,3,1,1,1,0,0,0,0
Vylarr,House Lannister,,,,3,1,0,0,1,0,0,0
Vyman,Tully,,,,55,1,0,0,1,1,1,0
Waif,None,,,,6,0,0,0,0,0,1,1
Walda Rivers (daughter of Aemon),None,,,,49,0,1,0,0,1,0,0
Walder Frey,None,,,,28,1,1,1,0,1,0,0
Walder Rivers,None,,,,35,1,1,0,0,1,1,0
Wallen,Wildling,298,1,37,37,1,0,1,0,0,0,0
Walton,None,,,,64,1,0,0,1,1,0,1
Wat (orphan),None,,,,37,1,0,0,0,0,1,0
Wat (sailor),None,,,,34,1,0,0,0,0,1,0
Watt,Night's Watch,299,3,75,69,1,0,0,0,1,0,0
Watty,None,,,,39,1,0,0,0,1,0,0
Waymar Royce,Night's Watch,297,1,0,0,1,1,1,0,0,0,0
Wayn (guard),House Stark,,,,37,1,0,1,0,0,0,0
Weasel,None,,,,9,0,0,0,1,0,0,0
Weeper,Wildling,,,,7,1,1,0,0,1,0,0
Weese,Lannister,299,2,38,26,1,0,0,1,0,0,0
Wendel Manderly,Stark,299,3,51,55,1,1,1,1,1,0,0
Wendello Qar Deeth,None,,,,40,1,1,0,1,0,0,0
Werlag,House Greyjoy,299,2,66,37,1,0,0,1,0,0,0
Wex Pyke,Stark,,,,24,1,0,0,1,0,0,1
Whalen Frey,None,,,,59,1,1,1,0,1,0,0
Wilbert,Stark,298,3,29,29,1,0,0,0,1,0,0
Will,Night's Watch,297,1,0,0,1,0,1,0,0,0,0
Will (orphan),None,,,,37,1,0,0,0,0,1,0
Willam Wells,Martell,300,5,6,6,1,0,0,0,0,0,1
Willem Lannister,House Lannister,299,3,20,19,1,1,0,0,1,0,0
William Mooton,Tully,,,,14,1,1,0,0,0,1,0
Willis Wode,Arryn,,,,31,1,1,1,0,0,0,0
Willit,Lannister,,,,65,1,0,0,1,0,0,0
Willow Witch-eye,Wildling,300,5,69,37,0,0,0,0,0,0,1
Willum,Tully,,,,43,1,0,1,0,0,0,0
Woth,Night's Watch,299,2,14,14,1,0,0,1,0,0,0
Wulfe,House Greyjoy,,,,29,1,0,0,0,0,1,1
Wun Weg Wun Dar Wun,Wildling,,,,35,1,0,0,0,0,0,1
Wyl (guard),House Stark,298,1,35,35,1,0,1,0,0,0,0
Wyl the Whittler,None,299,3,34,34,1,0,0,0,1,0,0
Wylis Manderly,Stark,,,,55,1,1,1,1,0,1,0
Wylla Manderly,Stark,,,,19,0,1,0,0,0,0,1
Wyman Manderly,Stark,,,,16,1,1,0,1,0,0,1
Wynafryd Manderly,Stark,,,,19,1,1,0,0,0,0,1
Wynton Stout,Night's Watch,,,,41,1,0,0,0,1,0,0
Xaro Xhoan Daxos,None,,,,12,1,1,0,1,0,0,1
Xhondo,None,,,,26,1,0,0,0,0,1,0
Yandry,House Targaryen,,,,8,1,0,0,0,0,0,1
Yellow Dick,None,300,5,46,12,1,0,0,0,0,0,1
Ygon Farwynd,Greyjoy,,,,19,1,1,0,0,0,1,0
Ygritte,Wildling,299,3,55,51,0,0,0,1,1,0,0
Yohn Farwynd,Greyjoy,,,,19,1,1,0,0,0,1,0
Yohn Royce,Arryn,,,,29,1,1,1,0,0,1,0
Yoren,Night's Watch,299,2,19,13,1,0,1,1,0,0,0
Young Henly,Night's Watch,299,3,55,55,1,0,0,0,1,0,0
Ysilla,House Targaryen,,,,8,1,0,0,0,0,0,1
Zei,Stark,,,,64,0,0,0,0,1,0,0
Zollo,None,,,,21,1,0,0,0,1,0,0
Yurkhaz zo Yunzak,None,300,5,59,47,1,0,0,0,0,0,1
Yezzan Zo Qaggaz,None,300,5,57,25,1,1,0,0,0,0,1
Torwynd the Tame,Wildling,300,5,73,73,1,0,0,0,1,0,0
Talbert Serry,Tyrell,300,4,29,29,1,1,0,0,0,1,0
